,PHI,TETA,PSI,X_ECI,Y_ECI,Z_ECI,latitude,longitude,Data,x,y,z,N1_X,N1_Y,N1_Z,N2_X,N2_Y,N2_Z,N3_X,N3_Y,N3_Z,N4_X,N4_Y,N4_Z,N5_X,N5_Y,N5_Z,N6_X,N6_Y,N6_Z,Terra_X,Terra_Y,Terra_Z,r,fim
205,-7.13324089196268e-15,1.108284073043802,-0.34318035613071823,,,,,,2022-05-10 18:34:20,,,,0.941689291778441,-0.1501382899467098,-0.30113082147414916,0.3364836961129294,0.4201797042828697,0.8427501043363578,-0.941689291778441,0.1501382899467098,0.30113082147414916,-0.3364836961129294,-0.4201797042828697,-0.8427501043363578,6.383782377523626e-15,0.8949343607218564,-0.4461978148751539,-6.383782377523626e-15,-0.8949343607218564,0.4461978148751539,375.8244082506178,4312.172659723861,4666.167759614686,,1
206,-7.164254982752014e-15,1.108284073033587,-0.3295959151396062,,,,,,2022-05-10 18:34:30,,,,0.9461732071696534,-0.14441670627835637,-0.28965510004486916,0.32366072056134987,0.4221804175411634,0.8467629142862108,-0.9461732071696534,0.14441670627835637,0.28965510004486916,-0.32366072056134987,-0.4221804175411634,-0.8467629142862108,6.411537953004895e-15,0.8949343607172986,-0.44619781488429566,-6.411537953004895e-15,-0.8949343607172986,0.44619781488429566,0.0,4462.2208739912085,4537.449029299839,,1
207,-7.164254982706726e-15,1.1082840730233725,-0.31601147414849395,,,,,,2022-05-10 18:34:40,,,,0.9504825212457461,-0.1386684727885189,-0.27812592734376596,0.31077801853787856,0.4241032240742549,0.8506194675196969,-0.9504825212457461,0.1386684727885189,0.27812592734376596,-0.31077801853787856,-0.4241032240742549,-0.8506194675196969,6.411537952931712e-15,0.8949343607127409,-0.44619781489343696,-6.411537952931712e-15,-0.8949343607127409,0.44619781489343696,-375.8244082506178,4312.172659723861,4666.167759614686,,1
208,-7.195269073495471e-15,1.1082840730131576,-0.30242703315738184,,,,,,2022-05-10 18:34:50,,,,0.9546164387908965,-0.1328946502228608,-0.2665454308974924,0.2978379673416175,0.4259477690585775,0.8543190523708541,-0.9546164387908965,0.1328946502228608,0.2665454308974924,-0.2978379673416175,-0.4259477690585775,-0.8543190523708541,6.439293528412029e-15,0.894934360708183,-0.44619781490257865,-6.439293528412029e-15,-0.894934360708183,0.44619781490257865,-758.4867610447227,4430.576644504837,4505.368022362094,,1
209,-7.288311345951494e-15,1.108284073002943,-0.28884259216626956,,,,,,2022-05-10 18:35:00,,,,0.9585741969559413,-0.12709630404910446,-0.2549157477036874,0.28484295485455213,0.427713712112496,0.8578609861397571,-0.9585741969559413,0.12709630404910446,0.2549157477036874,-0.28484295485455213,-0.427713712112496,-0.8578609861397571,6.522560254998079e-15,0.8949343607036253,-0.44619781491171995,-6.522560254998079e-15,-0.8949343607036253,0.44619781491171995,1171.1663632888474,4802.817361246468,4006.221606834422,,1
210,-7.164254982570866e-15,1.1082840729927277,-0.2752581511751575,,,,,,2022-05-10 18:35:10,,,,0.9623550653991462,-0.12127450426041708,-0.2432390238366271,0.2717953791009059,0.42940072735912077,0.8612446152184946,-0.9623550653991462,0.12127450426041708,0.2432390238366271,-0.2717953791009059,-0.42940072735912077,-0.8612446152184946,6.411537952712165e-15,0.8949343606990672,-0.446197814920862,-6.411537952712165e-15,-0.8949343606990672,0.446197814920862,778.9912443197774,4710.723267569442,4206.226566328647,,1
211,-7.226283164192464e-15,1.1082840729825134,-0.26167371018404534,,,,,,2022-05-10 18:35:20,,,,0.9659583464209808,-0.11543032517795959,-0.23151741405120027,0.2586976478046223,0.43100850348643915,0.8644693152117868,-0.9659583464209808,0.11543032517795959,0.23151741405120027,-0.2586976478046223,-0.43100850348643915,-0.8644693152117868,6.467049103744081e-15,0.8949343606945096,-0.44619781493000316,-6.467049103744081e-15,-0.8949343606945096,0.44619781493000316,396.3288915256726,4876.347517860167,4067.39740659015,,1
212,-7.19526907331354e-15,1.1082840729722985,-0.24808926919293328,,,,,,2022-05-10 18:35:30,,,,0.9693833750928673,-0.10956484525263853,-0.2197530813852829,0.24555217794505796,0.4325367438047694,0.8675344910522036,-0.9693833750928673,0.10956484525263853,0.2197530813852829,-0.24555217794505796,-0.4325367438047694,-0.8675344910522036,6.439293528118033e-15,0.8949343606899517,-0.44619781493914484,-6.439293528118033e-15,-0.8949343606899517,0.44619781493914484,0.0,4746.249109062909,4237.8201323087505,,1
213,-7.148747937018478e-15,1.1082840729620829,-0.2345048282018211,,,,,,2022-05-10 18:35:40,,,,0.9726295193798822,-0.10367914686609411,-0.20794819676058326,0.23236139531096678,0.4339851663015048,0.8704395771099772,-0.9726295193798822,0.10367914686609411,0.20794819676058326,-0.23236139531096678,-0.4339851663015048,-0.8704395771099772,6.397660164716658e-15,0.8949343606853936,-0.44619781494828714,-6.397660164716658e-15,-0.8949343606853936,0.44619781494828714,-396.3288915256726,4876.347517860167,4067.39740659015,,1
214,-7.102226800724007e-15,1.1082840729518688,-0.22092038721070895,,,,,,2022-05-10 18:35:50,,,,0.975696180257389,-0.09777431613096382,-0.19610493858203326,0.21912773405285943,0.43535350369315456,0.8731840372973808,-0.975696180257389,0.09777431613096382,0.19610493858203326,-0.21912773405285943,-0.43535350369315456,-0.8731840372973808,6.3560268013162395e-15,0.8949343606808361,-0.44619781495742805,-6.3560268013162395e-15,-0.8949343606808361,0.44619781495742805,-778.9912443197776,4710.723267569442,4206.226566328648,,1
215,-7.21077611859342e-15,1.1082840729416548,-0.2073359462195968,,,,,,2022-05-10 18:36:00,,,,0.9785827918215783,-0.09185144269045871,-0.18422549233579744,0.20585363623381922,0.43664150347467184,0.8757673651676526,-0.9785827918215783,0.09185144269045871,0.18422549233579744,-0.20585363623381922,-0.43664150347467184,-0.8757673651676526,6.4531713156731804e-15,0.8949343606762786,-0.44619781496656896,-6.4531713156731804e-15,-0.8949343606762786,0.44619781496656896,-1171.1663632888474,4802.817361246468,4006.221606834421,,1
216,-7.133240891466679e-15,1.1082840729314392,-0.19375150522848456,,,,,,2022-05-10 18:36:10,,,,0.9812888213938966,-0.08591161951728543,-0.1723120501859762,0.19254155137885745,0.4378489279660466,0.8781890840084535,-0.9812888213938966,0.08591161951728543,0.1723120501859762,-0.19254155137885745,-0.4378489279660466,-0.8781890840084535,6.3837823767221056e-15,0.8949343606717204,-0.44619781497571126,-6.3837823767221056e-15,-0.8949343606717204,0.44619781497571126,1585.3856394150137,5121.423293880118,3426.016911454215,,1
217,-7.10222680058932e-15,1.1082840729212242,-0.1801670642373724,,,,,,2022-05-10 18:36:20,,,,0.9838137696193439,-0.07995594271195605,-0.1603668105700775,0.17919393602289316,0.4389755543561617,0.8804487469298391,-0.9838137696193439,0.07995594271195605,0.1603668105700775,-0.17919393602289316,-0.4389755543561617,-0.8804487469298391,6.3560268010985904e-15,0.8949343606671625,-0.44619781498485295,-6.3560268010985904e-15,-0.8949343606671625,0.44619781498485295,1195.3130297468967,5065.844243911274,3658.564689884063,,1
218,-7.071212709712355e-15,1.1082840729110095,-0.16658262324626022,,,,,,2022-05-10 18:36:30,,,,0.9861571705586208,-0.07398551130052011,-0.14839197779332877,0.1658132532574377,0.4400211747439156,0.882545936946723,-0.9861571705586208,0.07398551130052011,0.14839197779332877,-0.1658132532574377,-0.4400211747439156,-0.882545936946723,6.32827122547571e-15,0.8949343606626047,-0.44619781499399447,-6.32827122547571e-15,-0.8949343606626047,0.44619781499399447,811.5716050900146,5244.134615200104,3507.9509541465372,,1
219,-6.993677482587968e-15,1.1082840729007941,-0.15299818225514816,,,,,,2022-05-10 18:36:40,,,,0.9883185917741121,-0.06800142703175675,-0.13638976162190766,0.1524019722760704,0.44098559617658484,0.8844802670558264,-0.9883185917741121,0.06800142703175675,0.13638976162190766,-0.1524019722760704,-0.44098559617658484,-0.8844802670558264,6.25888228652844e-15,0.8949343606580467,-0.44619781500313654,-6.25888228652844e-15,-0.8949343606580467,0.44619781500313654,404.7625858378604,5146.7319828260215,3716.778711358398,,1
220,-6.916142255464564e-15,1.1082840728905796,-0.13941374126403608,,,,,,2022-05-10 18:36:50,,,,0.9902976344096841,-0.062004794173863835,-0.12436237687516462,0.13896256791878775,0.44186864068542786,0.8862513803070936,-0.9902976344096841,0.062004794173863835,0.12436237687516462,-0.13896256791878775,-0.44186864068542786,-0.8862513803070936,6.189493347582759e-15,0.894934360653489,-0.44619781501227784,-6.189493347582759e-15,-0.894934360653489,0.44619781501227784,0.0,5287.01803899462,3536.582741845247,,1
221,-6.9083887327129736e-15,1.1082840728803653,-0.12582930027292397,,,,,,2022-05-10 18:37:00,,,,0.9920939332642891,-0.05599671931068362,-0.11231204301691296,0.125497520215311,0.4426701453185305,0.8878589498695605,-0.9920939332642891,0.05599671931068362,0.11231204301691296,-0.125497520215311,-0.4426701453185305,-0.8878589498695605,6.1825544536247664e-15,0.8949343606489314,-0.446197815021419,-6.1825544536247664e-15,-0.8949343606489314,0.446197815021419,-404.7625858378604,5146.731982826022,3716.778711358398,,1
222,-6.931649300792772e-15,1.108284072870151,-0.11224485928181185,,,,,,2022-05-10 18:37:10,,,,0.9937071568593562,-0.04997831113749942,-0.1002409837458619,0.11200931392743572,0.4433899621708741,0.8893026790916667,-0.9937071568593562,0.04997831113749942,0.1002409837458619,-0.11200931392743572,-0.4433899621708741,-0.8893026790916667,6.203371135216e-15,0.8949343606443738,-0.44619781503056005,-6.203371135216e-15,-0.8949343606443738,0.44619781503056005,-811.5716050900146,5244.134615200103,3507.9509541465363,,1
223,-6.908388732625637e-15,1.1082840728599355,-0.09866041829069976,,,,,,2022-05-10 18:37:20,,,,0.9951370074999613,-0.043950680256443796,-0.08815142658526806,0.09850043809050833,0.44402795841163006,0.8905823015559975,-0.9951370074999613,0.043950680256443796,0.08815142658526806,-0.09850043809050833,-0.44402795841163006,-0.8905823015559975,6.1825544534836305e-15,0.8949343606398156,-0.44619781503970235,-6.1825544534836305e-15,-0.8949343606398156,0.44619781503970235,-1195.3130297468967,5065.844243911274,3658.564689884063,,1
224,-6.885128164458796e-15,1.1082840728497203,-0.08507597729958762,,,,,,2022-05-10 18:37:30,,,,0.9963832213297612,-0.037914938971554124,-0.07604560247188138,0.08497338555411386,0.44458401630866795,0.8916975811284484,-0.9963832213297612,0.037914938971554124,0.07604560247188138,-0.08497338555411386,-0.44458401630866795,-0.8916975811284484,6.161737771751738e-15,0.8949343606352577,-0.44619781504884426,-6.161737771751738e-15,-0.8949343606352577,0.44619781504884426,-1585.3856394150137,5121.423293880118,3426.016911454215,,1
225,-6.86186759629225e-15,1.108284072839505,-0.07149153630847546,,,,,,2022-05-10 18:37:40,,,,0.9974455683796849,-0.03187220108351494,-0.0639257453442608,0.07143065252206011,0.4450580332502863,0.8926483120017982,-0.9974455683796849,0.03187220108351494,0.0639257453442608,-0.07143065252206011,-0.4450580332502863,-0.8926483120017982,6.14092109002032e-15,0.8949343606306995,-0.44619781505798634,-6.14092109002032e-15,-0.8949343606306995,0.44619781505798634,1981.791890893259,5366.415830646612,2784.6181232094764,,1
226,-6.869621118956499e-15,1.1082840728292904,-0.057907095317363315,,,,,,2022-05-10 18:37:50,,,,0.9983238526103702,-0.025823581684123315,-0.051794091730536354,0.057874738091742615,0.4454499217641441,0.8934343187336885,-0.9983238526103702,0.025823581684123315,0.051794091730536354,-0.057874738091742615,-0.4454499217641441,-0.8934343187336885,6.147859983837175e-15,0.8949343606261418,-0.4461978150671277,-6.147859983837175e-15,-0.8949343606261418,0.4461978150671277,1606.1911749628314,5353.910194757585,3037.692460239988,,1
227,-6.8812514029744396e-15,1.108284072819076,-0.04432265432625119,,,,,,2022-05-10 18:38:00,,,,0.9990179119483399,-0.019770196950516378,-0.03965288033569311,0.044308143792975624,0.4457596095334055,0.8940554562789977,-0.9990179119483399,0.019770196950516378,0.03965288033569311,-0.044308143792975624,-0.4457596095334055,-0.8940554562789977,6.158268324597309e-15,0.8949343606215842,-0.446197815076269,-6.158268324597309e-15,-0.8949343606215842,0.446197815076269,1227.2998225271474,5539.9203610743,2874.5742876712843,,1
228,-6.8773746415771806e-15,1.1082840728088623,-0.03073821333513904,,,,,,2022-05-10 18:38:10,,,,0.9995276183159097,-0.01371316393919836,-0.02750435162845356,0.030733373126374305,0.44598703941008183,0.8945116100166085,-0.9995276183159097,0.01371316393919836,0.02750435162845356,-0.030733373126374305,-0.44598703941008183,-0.8945116100166085,6.154798877583629e-15,0.8949343606170269,-0.44619781508540945,-6.154798877583629e-15,-0.8949343606170269,0.44619781508540945,822.7528623224476,5485.723831485661,3112.285003147986,,1
229,-6.8589600251034454e-15,1.1082840727986472,-0.017153772344026933,,,,,,2022-05-10 18:38:20,,,,0.9998528776548236,-0.007653600379905705,-0.015350747427834646,0.017152931101373455,0.4461321694255819,0.8948026957705566,-0.9998528776548236,0.007653600379905705,0.015350747427834646,-0.017152931101373455,-0.4461321694255819,-0.8948026957705566,6.138319004532435e-15,0.8949343606124689,-0.44619781509455136,-6.138319004532435e-15,-0.8949343606124689,0.44619781509455136,415.9438430702933,5633.154088179236,2922.913430813985,,1
230,-6.884643569028448e-15,1.1082840727884329,-0.003569331352914814,,,,,,2022-05-10 18:38:30,,,,0.9999936299436095,-0.0015926244693474053,-0.0031943104894553253,0.0035693237739673356,0.446194972798449,0.8949286598255685,-0.9999936299436095,0.0015926244693474053,0.0031943104894553253,-0.0035693237739673356,-0.446194972798449,-0.8949286598255685,6.161304090461843e-15,0.8949343606079113,-0.4461978151036925,-6.161304090461843e-15,-0.8949343606079113,0.4461978151036925,0.0,5531.8509280622775,3138.383412299385,,1
231,-6.887066544830989e-15,1.1082840727782184,0.010015109638197288,,,,,,2022-05-10 18:38:40,,,,0.9999498492086567,0.0044686453351403845,0.008962715908328428,-0.010014942215743205,0.4461754379393103,0.894889478936969,-0.9999498492086567,-0.0044686453351403845,-0.008962715908328428,0.010014942215743205,-0.4461754379393103,-0.894889478936969,6.163472494731069e-15,0.8949343606033536,-0.4461978151128338,-6.163472494731069e-15,-0.8949343606033536,0.4461978151128338,-415.9438430702933,5633.154088179236,2922.913430813985,,1
232,-6.883189783433785e-15,1.1082840727680032,0.02359955062930942,,,,,,2022-05-10 18:38:50,,,,0.9997215435290082,0.010529090521987975,0.0211180883783853,-0.02359736010611164,0.4460735684530127,0.8946851603349739,-0.9997215435290082,-0.010529090521987975,-0.0211180883783853,0.02359736010611164,-0.4460735684530127,-0.8946851603349739,6.160003047717477e-15,0.8949343605987956,-0.4461978151219757,-6.160003047717477e-15,-0.8949343605987956,0.4461978151219757,-822.7528623224476,5485.723831485662,3112.285003147985,,1
233,-6.865744357298891e-15,1.1082840727577892,0.037183991620421526,,,,,,2022-05-10 18:39:00,,,,0.9993087550348695,0.01658759273179571,0.033269563838790144,-0.037175423476528885,0.44588938313795523,0.8943157417233549,-0.9993087550348695,-0.01658759273179571,-0.033269563838790144,0.037175423476528885,-0.44588938313795523,-0.8943157417233549,6.144390536402781e-15,0.8949343605942381,-0.4461978151311166,-6.144390536402781e-15,-0.8949343605942381,0.4461978151311166,-1227.2998225271474,5539.9203610743,2874.5742876712843,,1
234,-6.846360550487408e-15,1.1082840727475745,0.050768432611533666,,,,,,2022-05-10 18:39:10,,,,0.998711559899835,0.022643033963709716,0.04541489992674949,-0.050746626709943815,0.4456229159826256,0.893781291272481,-0.998711559899835,-0.022643033963709716,-0.04541489992674949,0.050746626709943815,-0.4456229159826256,-0.893781291272481,6.127043301616861e-15,0.8949343605896803,-0.4461978151402581,-6.127043301616861e-15,-0.8949343605896803,0.4461978151402581,-1606.1911749628314,5353.9101947575855,3037.692460239988,,1
235,-6.8579908345049084e-15,1.1082840727373602,0.06435287360264576,,,,,,2022-05-10 18:39:20,,,,0.9979300683268306,0.028694296781731007,0.05755185541239396,-0.06430846545523504,0.44527421615932283,0.8930819076067399,-0.9979300683268306,-0.028694296781731007,-0.05755185541239396,0.06430846545523504,-0.44527421615932283,-0.8930819076067399,6.137451642376283e-15,0.8949343605851228,-0.4461978151493992,-6.137451642376283e-15,-0.8949343605851228,0.4461978151493992,-1981.7918908932588,5366.4158306466115,2784.6181232094764,,1
236,-6.877374641229397e-15,1.1082840727271452,0.07793731459375783,,,,,,2022-05-10 18:39:30,,,,0.9969644245277781,0.03474026452092102,0.069678190612362,-0.07785843708934964,0.44484334801508707,0.8922177197863377,-0.9969644245277781,-0.03474026452092102,-0.069678190612362,0.07785843708934964,-0.44484334801508707,-0.8922177197863377,6.1547988770216225e-15,0.8949343605805649,-0.4461978151585409,-6.1547988770216225e-15,-0.8949343605805649,0.4461978151585409,2342.5323593013795,5526.761360048087,2110.9116120202702,,1
237,-6.91614225472136e-15,1.1082840727169305,0.09152175558487001,,,,,,2022-05-10 18:39:40,,,,0.9958148066969826,0.04077982149346417,0.08179166780309809,-0.09139404117912259,0.44433039105982214,0.891188887283484,-0.9958148066969826,-0.04077982149346417,-0.08179166780309809,0.09139404117912259,-0.44433039105982214,-0.891188887283484,6.189493346381765e-15,0.8949343605760072,-0.4461978151676824,-6.189493346381765e-15,-0.8949343605760072,0.4461978151676824,1992.0655617846735,5558.2643893331615,2369.3920124244,,1
238,-6.916142254677639e-15,1.108284072706715,0.10510619657598214,,,,,,2022-05-10 18:39:50,,,,0.9944814269782499,0.04681185319455063,0.09389005163378888,-0.10491277994269194,0.4437354399516266,0.8899955999529618,-0.9944814269782499,-0.04681185319455063,-0.09389005163378888,0.10491277994269194,-0.4437354399516266,-0.8899955999529618,6.189493346311112e-15,0.8949343605714489,-0.4461978151768247,-6.189493346311112e-15,-0.8949343605714489,0.4461978151768247,1623.2510229966094,5745.78008343511,2194.626068004936,,1
239,-6.970416913582843e-15,1.1082840726965006,0.11869063756709429,,,,,,2022-05-10 18:40:00,,,,0.9929645314257388,0.052835246508040085,0.10597110953886255,-0.11841215871042536,0.4430586044793216,0.8886380779970962,-0.9929645314257388,-0.052835246508040085,-0.10597110953886255,0.11841215871042536,-0.4430586044793216,-0.8886380779970962,6.238065603441906e-15,0.8949343605668914,-0.4461978151859658,-6.238065603441906e-15,-0.8949343605668914,0.4461978151859658,1234.085999669511,5739.941691065276,2446.7340062213084,,1
240,-7.009184527073482e-15,1.1082840726862857,0.13227507855820642,,,,,,2022-05-10 18:40:10,,,,0.9912643999585553,0.05884888991187063,0.11803261214997268,-0.1318896863852718,0.44230000954219734,0.8871165719251144,-0.9912643999585553,-0.05884888991187063,-0.11803261214997268,0.1318896863852718,-0.44230000954219734,-0.8871165719251144,6.2727600727999085e-15,0.8949343605623334,-0.4461978151951075,-6.2727600727999085e-15,-0.8949343605623334,0.4461978151951075,831.9182149703474,5890.240388462359,2249.8527586308082,,1
241,-7.040198617856736e-15,1.10828407267607,0.14585951954931856,,,,,,2022-05-10 18:40:20,,,,0.9893813463090982,0.0648516736831719,0.13007233370739374,-0.14534287590245423,0.44145979512695965,0.8854313625069233,-0.9893813463090982,-0.0648516736831719,-0.13007233370739374,0.14534287590245423,-0.44145979512695965,-0.8854313625069233,6.300515648271351e-15,0.8949343605577753,-0.4461978152042498,-6.300515648271351e-15,-0.8949343605577753,0.4461978152042498,418.3230185758296,5837.6493151649565,2488.3214677467836,,1
242,-6.993677481571187e-15,1.1082840726658554,0.1594439605404307,,,,,,2022-05-10 18:40:30,,,,0.9873157179651649,0.07084249010304688,0.14208805247074938,-0.15876924468841794,0.4405381162818983,0.8835827607212954,-0.9873157179651649,-0.07084249010304688,-0.14208805247074938,0.15876924468841794,-0.4405381162818983,-0.8835827607212954,6.258882284885347e-15,0.8949343605532175,-0.4461978152133913,-6.258882284885347e-15,-0.8949343605532175,0.4461978152133913,0.0,5940.841382033719,2269.199486164982,,1
243,-6.993677481526979e-15,1.1082840726556404,0.1730284015315428,,,,,,2022-05-10 18:40:40,,,,0.985067896105828,0.0768202336609843,0.15407755112899962,-0.17216631511895036,0.43953514308827857,0.8815711076984821,-0.985067896105828,-0.0768202336609843,-0.15407755112899962,0.17216631511895036,-0.43953514308827857,-0.8815711076984821,6.258882284813907e-15,0.8949343605486596,-0.446197815222533,-6.258882284813907e-15,-0.8949343605486596,0.446197815222533,-418.3230185758296,5837.649315164958,2488.3214677467836,,1
244,-7.024691572309754e-15,1.1082840726454273,0.186612842522655,,,,,,2022-05-10 18:40:50,,,,0.9826382955310938,0.08278380125886263,0.16603861720961088,-0.18553161497638768,0.43845106062895023,0.8793967746572657,-0.9826382955310938,-0.08278380125886263,-0.16603861720961088,0.18553161497638768,-0.43845106062895023,-0.8793967746572657,6.2866378602845756e-15,0.8949343605441025,-0.4461978152316731,-6.2866378602845756e-15,-0.8949343605441025,0.4461978152316731,-831.9182149703474,5890.240388462359,2249.8527586308087,,1
245,-7.009184526851961e-15,1.1082840726352126,0.20019728351376712,,,,,,2022-05-10 18:41:00,,,,0.9800273645853594,0.08873209241451055,0.17796904348683193,-0.19886267790582304,0.43728606895420175,0.8770601628364534,-0.9800273645853594,-0.08873209241451055,-0.17796904348683193,0.19886267790582304,-0.43728606895420175,-0.8770601628364534,6.272760072441931e-15,0.8949343605395448,-0.4461978152408146,-6.272760072441931e-15,-0.8949343605395448,0.4461978152408146,-1234.0859996695108,5739.941691065276,2446.7340062213084,,1
246,-7.024691572220948e-15,1.108284072624998,0.21378172450487934,,,,,,2022-05-10 18:41:10,,,,0.9772355850746757,0.09466400946478197,0.1898666283890038,-0.212157043870234,0.43604038304483395,0.8745617034208383,-0.9772355850746757,-0.09466400946478197,-0.1898666283890038,0.212157043870234,-0.43604038304483395,-0.8745617034208383,6.286637860141067e-15,0.8949343605349871,-0.44619781524995594,-6.286637860141067e-15,-0.8949343605349871,0.44619781524995594,-1623.2510229966094,5745.78008343511,2194.626068004936,,1
247,-6.931649299697389e-15,1.1082840726147847,0.22736616549599145,,,,,,2022-05-10 18:41:20,,,,0.9742634721778392,0.10057845776811325,0.20172917640482407,-0.22541225960444292,0.4347142327724944,0.8719018574616301,-0.9742634721778392,-0.10057845776811325,-0.20172917640482407,0.22541225960444292,-0.4347142327724944,-0.8719018574616301,6.203371133445884e-15,0.8949343605304299,-0.44619781525909624,-6.203371133445884e-15,-0.8949343605304299,0.44619781525909624,-1992.0655617846735,5558.26438933316,2369.3920124243996,,1
248,-6.916142254240483e-15,1.1082840726045715,0.2409506064871036,,,,,,2022-05-10 18:41:30,,,,0.9711115743513234,0.10647434590652213,0.21355449848849417,-0.23862587906782864,0.43330786285725925,0.8690811157913746,-0.9711115743513234,-0.10647434590652213,-0.21355449848849417,0.23862587906782864,-0.43330786285725925,-0.8690811157913746,6.189493345604675e-15,0.8949343605258728,-0.4461978152682363,-6.189493345604675e-15,-0.8949343605258728,0.4461978152682363,-2342.5323593013795,5526.761360048087,2110.9116120202702,,1
249,-6.8541140725447774e-15,1.1082840725943566,0.2545350474782157,,,,,,2022-05-10 18:41:40,,,,0.9677804732280699,0.11235058588701198,0.22534041246367284,-0.25179546389570456,0.43182153282247326,0.8660999989333776,-0.9677804732280699,-0.11235058588701198,-0.22534041246367284,0.25179546389570456,-0.43182153282247326,-0.8660999989333776,6.133982194453006e-15,0.8949343605213149,-0.44619781527737806,-6.133982194453006e-15,-0.8949343605213149,0.44619781527737806,2655.0391984940193,5602.7105122949615,1436.681717122674,,1
250,-6.869621117914349e-15,1.1082840725841407,0.2681194884693278,,,,,,2022-05-10 18:41:50,,,,0.9642707835101568,0.11820609334234244,0.237084743426163,-0.26491858384928024,0.4302555169468549,0.8629590570056533,-0.9642707835101568,-0.11820609334234244,-0.237084743426163,0.26491858384928024,-0.4302555169468549,-0.8629590570056533,6.147859982153084e-15,0.8949343605167566,-0.4461978152865205,-6.147859982153084e-15,-0.8949343605167566,0.4461978152865205,2336.7108510347057,5673.446929461388,1685.783297721774,,1
251,-6.838607027045324e-15,1.1082840725739271,0.2817039294604399,,,,,,2022-05-10 18:42:00,,,,0.9605831528553661,0.12403978773113258,0.2487853241452557,-0.2779928172641235,0.4286101042138839,0.8596588696194085,-0.9605831528553661,-0.12403978773113258,-0.2487853241452557,0.2779928172641235,-0.4286101042138839,-0.8596588696194085,6.12010440654304e-15,0.8949343605121993,-0.44619781529566105,-6.12010440654304e-15,-0.8949343605121993,0.44619781529566105,1981.8838170739707,5856.274352878824,1501.9156460231936,,1
252,-6.854114072414799e-15,1.1082840725637115,0.29528837045155193,,,,,,2022-05-10 18:42:10,,,,0.9567182617576674,0.1298505925372599,0.2604399954636574,-0.29101575149704073,0.42688559825848177,0.8562000457720793,-0.9567182617576674,-0.1298505925372599,-0.2604399954636574,0.29101575149704073,-0.42688559825848177,-0.8562000457720793,6.1339821942429625e-15,0.8949343605076412,-0.44619781530480335,-6.1339821942429625e-15,-0.8949343605076412,0.44619781530480335,1618.8907865525805,5897.104477567474,1752.2780159022261,,1
253,-6.792085890721055e-15,1.1082840725534973,0.30887281144266415,,,,,,2022-05-10 18:42:20,,,,0.9526768234216446,0.13563743546851095,0.2720466066959301,-0.3039849833712918,0.4250823173109679,0.8525832237349578,-0.9526768234216446,-0.13563743546851095,-0.2720466066959301,0.3039849833712918,-0.4250823173109679,-0.8525832237349578,6.078471043094464e-15,0.8949343605030835,-0.4461978153139444,-6.078471043094464e-15,-0.8949343605030835,0.4461978153139444,1227.3771165497062,6045.57881403618,1550.6448502539808,,1
254,-6.761071799853106e-15,1.1082840725432834,0.3224572524337761,,,,,,2022-05-10 18:42:30,,,,0.948459583630885,0.1413992486544583,0.28360301602536425,-0.3168981196200576,0.4232005941383456,0.8488090709354036,-0.948459583630885,-0.1413992486544583,-0.28360301602536425,0.3168981196200576,-0.4232005941383456,-0.8488090709354036,6.050715467486159e-15,0.8949343604985261,-0.44619781532308517,-6.050715467486159e-15,-0.8949343604985261,0.44619781532308517,829.5695682945717,6044.553117300899,1796.1116547661907,,1
255,-6.6990436181607316e-15,1.1082840725330685,0.3360416934248881,,,,,,2022-05-10 18:42:40,,,,0.9440673206103561,0.14713496884351904,0.2951070908992188,-0.3297527773280812,0.42124077598289167,0.8448782838336822,-0.9440673206103561,-0.14713496884351904,-0.2951070908992188,0.3297527773280812,-0.42124077598289167,-0.8448782838336822,5.995204316339873e-15,0.8949343604939682,-0.44619781533222685,-5.995204316339873e-15,-0.8949343604939682,0.44619781533222685,415.97437190005394,6147.307820891053,1576.8414831318212,,1
256,-6.823099981416881e-15,1.1082840725228547,0.3496261344160003,,,,,,2022-05-10 18:42:50,,,,0.9395008448827972,0.1528435375991593,0.3065567084222501,-0.34254658437139623,0.419203224498075,0.8407915877944464,-0.9395008448827972,-0.1528435375991593,-0.3065567084222501,0.34254658437139623,-0.419203224498075,-0.8407915877944464,6.106226618424628e-15,0.8949343604894109,-0.44619781534136754,-6.106226618424628e-15,-0.8949343604894109,0.44619781534136754,0.0,6096.187158921274,1811.460605414637,,1
257,-7.040198617144732e-15,1.1082840725126388,0.36321057540711243,,,,,,2022-05-10 18:43:00,,,,0.9347609991191503,0.15852390149521478,0.3179497557484568,-0.3552771798550646,0.41708831568182697,0.8365497369528777,-0.9347609991191503,-0.15852390149521478,-0.3179497557484568,0.3552771798550646,-0.41708831568182697,-0.8365497369528777,6.300515647120764e-15,0.8949343604848526,-0.44619781535051006,-6.300515647120764e-15,-0.8949343604848526,0.44619781535051006,-415.97437190005394,6147.307820891053,1576.8414831318207,,1
