,PHI,TETA,PSI,X_ECI,Y_ECI,Z_ECI,latitude,longitude,Data,x,y,z,N1_X,N1_Y,N1_Z,N2_X,N2_Y,N2_Z,N3_X,N3_Y,N3_Z,N4_X,N4_Y,N4_Z,N5_X,N5_Y,N5_Z,N6_X,N6_Y,N6_Z,Terra_X,Terra_Y,Terra_Z,r,fim
10,1.8608454522532865e-16,1.1082840749335214,-2.992146349396394,5914.600049618855,399.5386202264565,801.1323477154223,13.042064727373836,6.276183388823359,2022-05-10 18:01:50,,,,-0.9888536696308682,-0.06643467404267223,-0.13324734197127466,0.14889063119473275,-0.44122434494824625,-0.8849591275123531,0.9888536696308682,0.06643467404267223,0.13324734197127466,-0.14889063119473275,0.44122434494824625,0.8849591275123531,-1.6653345367835128e-16,0.8949343615650451,-0.44619781318397905,1.6653345367835128e-16,-0.8949343615650451,0.44619781318397905,-1685.7832977217738,2336.7108510347057,5673.446929461387,5981.96772764279,1
11,1.8608454522532875e-16,1.108284074933523,-2.978561908405399,5901.81678768186,435.5301917637878,873.3174145121038,14.381083922042261,6.947284247371592,2022-05-10 18:02:00,,,,-0.9867398971839894,-0.07242214604150453,-0.1452563529353298,0.16230950466725633,-0.44028118430487895,-0.8830674399171125,0.9867398971839894,0.07242214604150453,0.1452563529353298,-0.16230950466725633,0.44028118430487895,0.8830674399171125,-1.6653345367835147e-16,0.8949343615650458,-0.44619781318397767,1.6653345367835147e-16,-0.8949343615650458,0.44619781318397767,-1501.9156460231936,1981.8838170739707,5856.274352878824,5981.957142089145,1
12,3.101409087088814e-16,1.1082840749335237,-2.964977467414404,5887.932751916873,471.4405252253962,945.3389850655259,15.730571906321371,7.633851413824032,2022-05-10 18:02:10,,,,-0.9844440374803367,-0.07839625367761086,-0.15723855913461304,0.17569842648530895,-0.4392567767257313,-0.8810127961789814,0.9844440374803367,0.07839625367761086,0.15723855913461304,-0.17569842648530895,0.4392567767257313,0.8810127961789814,-2.7755575613058603e-16,0.8949343615650461,-0.44619781318397705,2.7755575613058603e-16,-0.8949343615650461,0.44619781318397705,-1063.5661145437628,1961.7968719046748,5958.706254923222,5981.945674828961,1
13,4.0318318132154603e-16,1.108284074933525,-2.951393026423409,5872.950562999741,507.26292535584616,1017.183581994219,17.091712673166125,8.33794111749371,2022-05-10 18:02:20,,,,-0.9819665141845421,-0.08435589452382189,-0.16919174944229817,0.1890549259349239,-0.4381513112490342,-0.8787955754499975,0.9819665141845421,0.08435589452382189,0.16919174944229817,-0.1890549259349239,0.4381513112490342,0.8787955754499975,-3.6082248296976224e-16,0.8949343615650467,-0.44619781318397583,3.6082248296976224e-16,-0.8949343615650467,0.44619781318397583,-860.6420288110854,1585.5549255482983,6101.21907856526,5981.9333354993305,1
14,5.427465902405429e-16,1.1082840749335257,-2.937808585432414,5856.8730486010345,542.9907138841766,1088.8377622153002,18.465754249307373,9.061819665231994,2022-05-10 18:02:30,,,,-0.9793077844843829,-0.09029996882258708,-0.1811137180859842,0.2023765382851717,-0.4369649918709753,-0.8764161868832119,0.9793077844843829,0.09029996882258708,0.1811137180859842,-0.2023765382851717,0.4369649918709753,0.8764161868832119,-4.857225732285265e-16,0.894934361565047,-0.4461978131839753,4.857225732285265e-16,-0.894934361565047,0.4461978131839753,-425.3489874738005,1557.7196067149282,6154.889995389584,5981.920134473516,1
15,6.66802953724096e-16,1.1082840749335272,-2.9242241444414203,5839.703242797769,578.6172308082921,1160.2881195387345,19.85401506285254,9.808001179911274,2022-05-10 18:02:40,,,,-0.9764683390064155,-0.09622737968891443,-0.1930022650547328,0.21566080524298298,-0.43569803750804975,-0.8738750695571891,0.9764683390064155,0.09622737968891443,0.1930022650547328,-0.21566080524298298,0.43569803750804975,0.8738750695571891,-5.967448756807619e-16,0.8949343615650477,-0.4461978131839739,5.967448756807619e-16,-0.8949343615650477,0.4461978131839739,-215.92462973830789,1171.3659960125322,6250.5819790412015,5981.906082853004,1
16,6.978170445949847e-16,1.1082840749335274,-2.910639703450428,5821.444385442777,614.1358356748334,1231.521287252433,21.25789025019395,10.579292451982917,2022-05-10 18:02:50,,,,-0.9734487017254378,-0.10213703331278655,-0.20485519650504894,0.22890527540679242,-0.4343506819566685,-0.8711726923949794,0.9734487017254378,0.10213703331278655,0.20485519650504894,-0.22890527540679242,0.4343506819566685,0.8711726923949794,-6.245004512938211e-16,0.8949343615650478,-0.44619781318397367,6.245004512938211e-16,-0.8949343615650478,0.44619781318397367,-2784.6181232094764,1981.791890893259,5366.415830646612,5981.891192459049,1
17,7.598452263367613e-16,1.1082840749335279,-2.897055262459436,5802.099921491859,649.5399088541651,1302.5239406975136,22.67885769897556,11.378846617202324,2022-05-10 18:03:00,,,,-0.970249429867797,-0.10802783916100449,-0.2166703251657198,0.242107504718905,-0.4329231738500078,-0.8683095540775889,0.970249429867797,0.10802783916100449,0.2166703251657198,-0.242107504718905,0.4329231738500078,0.8683095540775889,-6.800116025199388e-16,0.894934361565048,-0.4461978131839733,6.800116025199388e-16,-0.894934361565048,0.4461978131839733,-2369.3920124244,1992.0655617846735,5558.26438933316,5981.87547582364,1
18,8.839015898203146e-16,1.1082840749335297,-2.883470821468445,5781.673500288984,684.8228528102327,1373.2827998331566,24.11848351744673,12.210227830262816,2022-05-10 18:03:10,,,,-0.9668711138085638,-0.11389871017842781,-0.22844547074143898,0.2552650569165062,-0.431415776612132,-0.8652861829519548,0.9668711138085638,0.11389871017842781,0.22844547074143898,-0.2552650569165062,0.431415776612132,0.8652861829519548,-7.910339049721748e-16,0.8949343615650488,-0.44619781318397167,7.910339049721748e-16,-0.8949343615650488,0.44619781318397167,-2194.626068004936,1623.2510229966094,5745.78008343511,5981.858946179908,1
19,8.218734080785388e-16,1.1082840749335303,-2.869886380477454,5760.168974809827,719.9780933649332,1443.7846317903955,25.578426478324815,13.077489705723483,2022-05-10 18:03:20,,,,-0.9633143769625867,-0.11974856298857503,-0.24017846031514697,0.2683755039812377,-0.42982876840938555,-0.8621031369334458,0.9633143769625867,0.11974856298857503,0.24017846031514697,-0.2683755039812377,0.42982876840938555,0.8621031369334458,-7.355227537460582e-16,0.8949343615650491,-0.44619781318397106,7.355227537460582e-16,-0.8949343615650491,0.44619781318397106,-1752.2780159022266,1618.8907865525805,5897.1044775674745,5981.841617452039,1
